,h3_09,SHAPE
547,8928d59031bffff,"""{\""rings\"":[[[-122.96412160399996,47.039980716000059],[-122.96668254599996,47.039741653000078],[-122.96807575099996,47.041057612000031],[-122.96690801699998,47.042612654000038],[-122.96434699199995,47.042851735000056],[-122.96295378399998,47.04153575600003],[-122.96412160399996,47.039980716000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
548,8928d5910a3ffff,"""{\""rings\"":[[[-122.89801781699998,47.03600743100003],[-122.90057985499999,47.03576981100008],[-122.90197253299999,47.037086927000075],[-122.90080317499996,47.038641682000048],[-122.89824105399998,47.038879319000046],[-122.89684837299995,47.037562183000034],[-122.89801781699998,47.03600743100003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
549,8928f364babffff,"""{\""rings\"":[[[-122.83891901299995,47.022666762000028],[-122.84148173199998,47.022430478000047],[-122.84287377499999,47.023748848000025],[-122.84170310199994,47.025303522000058],[-122.83914029999994,47.025539824000077],[-122.83774825399996,47.024221434000026],[-122.83891901299995,47.022666762000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
550,8928d59326bffff,"""{\""rings\"":[[[-122.87646418599996,47.007624416000056],[-122.87902576599998,47.007387388000041],[-122.88041782799996,47.008705494000026],[-122.87924831299995,47.010260646000063],[-122.87668665099994,47.010497692000058],[-122.87529458599994,47.009179566000057],[-122.87646418599996,47.007624416000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
551,8928d591e8bffff,"""{\""rings\"":[[[-122.91540335099995,47.060422634000076],[-122.91796580599998,47.060184530000072],[-122.91935900499999,47.061500813000066],[-122.91818975299998,47.063055218000045],[-122.91562721599996,47.06329333900004],[-122.91423401399999,47.061977037000077],[-122.91540335099995,47.060422634000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
552,8928d591c0fffff,"""{\""rings\"":[[[-122.94219405999996,47.056484540000042],[-122.94475590399998,47.056245876000048],[-122.94614922599999,47.057561816000032],[-122.94498070799995,47.059116438000046],[-122.94241878199995,47.059355120000077],[-122.94102545699997,47.058039161000067],[-122.94219405999996,47.056484540000042]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
553,8928d59149bffff,"""{\""rings\"":[[[-122.88437147499997,47.00978639300007],[-122.88693297499998,47.009549185000026],[-122.88832512799996,47.010867114000064],[-122.88715578399996,47.012422271000048],[-122.88459420199996,47.012659496000026],[-122.88320204599995,47.011341548000075],[-122.88437147499997,47.00978639300007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
554,8928d591ea7ffff,"""{\""rings\"":[[[-122.93122599899999,47.064734280000039],[-122.93378829199997,47.064495816000033],[-122.93518167299999,47.065811745000076],[-122.93401276299994,47.067366158000027],[-122.93145038699998,47.06760464000007],[-122.93005700299994,47.066288691000068],[-122.93122599899999,47.064734280000039]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
555,8928d591c2bffff,"""{\""rings\"":[[[-122.94637407899995,47.060432309000078],[-122.94893596399999,47.060193538000078],[-122.95032937999997,47.061509320000027],[-122.94916091399995,47.063063894000038],[-122.94659894699998,47.063302683000074],[-122.94520552699998,47.061986881000053],[-122.94637407899995,47.060432309000078]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
556,8928d590353ffff,"""{\""rings\"":[[[-122.95643844899996,47.040697580000028],[-122.95899955499999,47.040458679000039],[-122.96039271799998,47.041774746000044],[-122.95922477899995,47.043329734000054],[-122.95666359099999,47.043568652000033],[-122.95527042399999,47.042252565000069],[-122.95643844899996,47.040697580000028]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
557,8928d590247ffff,"""{\""rings\"":[[[-122.93293729399994,47.037102425000057],[-122.93549872499995,47.036864048000041],[-122.93689166499996,47.038180576000059],[-122.93572317799999,47.039735501000052],[-122.93316166599999,47.039973896000049],[-122.93176872199996,47.038657348000072],[-122.93293729399994,47.037102425000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
558,8928d591c47ffff,"""{\""rings\"":[[[-122.93450820399994,47.057200206000061],[-122.93707020999994,47.056961705000049],[-122.93846348999995,47.058277752000038],[-122.93729476699997,47.059832320000055],[-122.93473267899998,47.060070839000048],[-122.93333939499996,47.058754772000043],[-122.93450820399994,47.057200206000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
559,8928d5914d3ffff,"""{\""rings\"":[[[-122.87668665099994,47.010497692000058],[-122.87924831299995,47.010260646000063],[-122.88064042299999,47.011578683000039],[-122.87947087499998,47.013133785000036],[-122.87690912999994,47.013370848000079],[-122.87551701699999,47.012052791000031],[-122.87668665099994,47.010497692000058]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
560,8928d591257ffff,"""{\""rings\"":[[[-122.85277897199995,47.051763401000073],[-122.85534231399998,47.051526688000081],[-122.85673493099995,47.052844176000065],[-122.85556420899997,47.054398396000067],[-122.85300078399996,47.05463512700004],[-122.85160816399997,47.05331761900004],[-122.85277897199995,47.051763401000073]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
561,8928d59a507ffff,"""{\""rings\"":[[[-122.83673391999997,47.044566326000052],[-122.83929733799999,47.04432999200003],[-122.84068972399996,47.045647901000052],[-122.83951869499998,47.047202165000044],[-122.83695519399998,47.047438516000057],[-122.835562805,47.046120588000065],[-122.83673391999997,47.044566326000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
562,8928f364b97ffff,"""{\""rings\"":[[[-122.83825523699994,47.014046861000054],[-122.84081770899996,47.01381063000008],[-122.84220960699997,47.01512920600004],[-122.84103903599998,47.016684032000057],[-122.83847648099999,47.016920281000068],[-122.83708458099994,47.015601686000025],[-122.83825523699994,47.014046861000054]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
563,8928f36491bffff,"""{\""rings\"":[[[-122.85340753699995,47.00975522400006],[-122.85596960299995,47.009518685000046],[-122.85736153699997,47.010837113000036],[-122.85619140899996,47.012392101000046],[-122.85362925999999,47.01262865800004],[-122.85223732299994,47.011310210000033],[-122.85340753699995,47.00975522400006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
564,8928d5902d3ffff,"""{\""rings\"":[[[-122.93203995899995,47.025615348000031],[-122.93460105899999,47.02537704100007],[-122.93599380499995,47.026693843000032],[-122.93482545399996,47.028248972000029],[-122.93226426999996,47.028487297000027],[-122.93087152099997,47.027170475000048],[-122.93203995899995,47.025615348000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
565,8928d591c63ffff,"""{\""rings\"":[[[-122.93868809599996,47.061148299000081],[-122.94125014499997,47.060909690000074],[-122.94264351899994,47.062225580000074],[-122.94147484799998,47.063780099000041],[-122.93891271699999,47.064018725000039],[-122.93751933999999,47.062702816000069],[-122.93868809599996,47.061148299000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
566,8928d59ac97ffff,"""{\""rings\"":[[[-122.86904753099998,47.061828073000072],[-122.87161087799996,47.061590964000061],[-122.87300377499997,47.062907962000054],[-122.87183332699999,47.064462088000028],[-122.86926989699998,47.064699214000029],[-122.86787699699994,47.063382197000067],[-122.86904753099998,47.061828073000072]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
567,8928d59a523ffff,"""{\""rings\"":[[[-122.84091112899995,47.048520005000057],[-122.84347459099996,47.048283563000041],[-122.84486707099995,47.049601316000064],[-122.84369609299995,47.051155530000074],[-122.84113254899995,47.051391989000081],[-122.83974006599999,47.050074217000031],[-122.84091112899995,47.048520005000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
568,8928f364bb3ffff,"""{\""rings\"":[[[-122.84243098199994,47.018002539000065],[-122.84499349699996,47.01776620000004],[-122.84638548799995,47.019084619000068],[-122.84521496799999,47.020639397000025],[-122.84265237099999,47.020875754000031],[-122.84126037599998,47.019557315000043],[-122.84243098199994,47.018002539000065]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
569,8928f364937ffff,"""{\""rings\"":[[[-122.86922357299994,47.014081711000074],[-122.87178547899998,47.01384481100007],[-122.87317759599995,47.015162887000031],[-122.87200780899997,47.016717883000069],[-122.86944581999995,47.016954800000065],[-122.86805369999996,47.015636705000077],[-122.86922357299994,47.014081711000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
570,8928d59150bffff,"""{\""rings\"":[[[-122.90898760899995,47.027757672000064],[-122.91154919799999,47.027519853000058],[-122.91294181799998,47.028836978000072],[-122.91177285099997,47.030391943000041],[-122.90921117999994,47.030629780000027],[-122.90781855699998,47.029312634000064],[-122.90898760899995,47.027757672000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
571,8928d59128fffff,"""{\""rings\"":[[[-122.86398033699999,47.046390071000076],[-122.86654331199998,47.046153140000058],[-122.86793591999998,47.04747057000003],[-122.86676555599996,47.049024949000056],[-122.86420249899999,47.049261897000065],[-122.86280988799996,47.047944449000056],[-122.86398033699999,47.046390071000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
572,8928d591013ffff,"""{\""rings\"":[[[-122.88637654499996,47.035640018000038],[-122.88893878599998,47.035402652000073],[-122.89033137599995,47.036719963000053],[-122.88916172699999,47.038274661000059],[-122.88659940399998,47.038512045000061],[-122.88520681099999,47.037194714000066],[-122.88637654499996,47.035640018000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
573,8928f364953ffff,"""{\""rings\"":[[[-122.84572101499998,47.010464517000059],[-122.84828324299997,47.010228140000038],[-122.84967513499998,47.011546677000069],[-122.84850480199998,47.013101610000035],[-122.84594249199995,47.013338004000047],[-122.84455059699997,47.012019448000046],[-122.84572101499998,47.010464517000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
574,8928d591c9bffff,"""{\""rings\"":[[[-122.94129532099998,47.045001023000054],[-122.94385683499996,47.044762430000048],[-122.94524996299998,47.046078644000033],[-122.94408157999999,47.04763347100004],[-122.94151998299998,47.047872082000026],[-122.94012685199999,47.046555848000025],[-122.94129532099998,47.045001023000054]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
575,8928d591527ffff,"""{\""rings\"":[[[-122.92480447499997,47.03207382800008],[-122.92736590299995,47.031835648000026],[-122.92875870399996,47.033152421000068],[-122.92759007999996,47.034707393000076],[-122.92502856899995,47.034945590000063],[-122.92363576499997,47.033628798000052],[-122.92480447499997,47.03207382800008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
576,8928d5912abffff,"""{\""rings\"":[[[-122.86815821299996,47.050342310000076],[-122.87072123099995,47.050105271000064],[-122.87211393299998,47.051422543000058],[-122.87094362099998,47.05297687400008],[-122.86838051999996,47.053213930000027],[-122.86698781499996,47.051896638000073],[-122.86815821299996,47.050342310000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
577,8928d59102fffff,"""{\""rings\"":[[[-122.89495561999996,47.04641493500003],[-122.89751802799998,47.046177335000039],[-122.89891085399995,47.047494264000079],[-122.89774127599998,47.04904881300007],[-122.89517878499998,47.049286430000052],[-122.89378595499994,47.047969481000052],[-122.89495561999996,47.04641493500003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
578,8928d591c77ffff,"""{\""rings\"":[[[-122.94241878199995,47.059355120000077],[-122.94498070799995,47.059116438000046],[-122.94637407899995,47.060432309000078],[-122.94520552699998,47.061986881000053],[-122.94264351899994,47.062225580000074],[-122.94125014499997,47.060909690000074],[-122.94241878199995,47.059355120000077]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
579,8928f36496fffff,"""{\""rings\"":[[[-122.85429451899995,47.021248243000059],[-122.85685691399999,47.021011633000057],[-122.85824904299994,47.022329788000036],[-122.85707877899995,47.023884572000043],[-122.85451630099999,47.024121199000035],[-122.85312416999994,47.02280302500003],[-122.85429451899995,47.021248243000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
580,8928d591cb7ffff,"""{\""rings\"":[[[-122.95711391799995,47.049310437000031],[-122.95967527099998,47.049071484000081],[-122.96106857999996,47.050387345000047],[-122.95990053999998,47.051942179000037],[-122.95733910499996,47.05218115100007],[-122.95594579199997,47.050865270000031],[-122.95711391799995,47.049310437000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
581,8928d591543ffff,"""{\""rings\"":[[[-122.90130251699998,47.028470804000051],[-122.90386426799995,47.028233148000027],[-122.90525684599999,47.029550381000035],[-122.90408767499997,47.031105291000074],[-122.90152584099997,47.031342965000078],[-122.90013325999996,47.030025712000054],[-122.90130251699998,47.028470804000051]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
582,8928d5912c7ffff,"""{\""rings\"":[[[-122.85629108699999,47.047100538000052],[-122.85885422499996,47.046863770000073],[-122.86024678999996,47.04818130700005],[-122.85907622099995,47.049735631000033],[-122.85651300199999,47.049972417000049],[-122.85512043299997,47.048654860000056],[-122.85629108699999,47.047100538000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
583,8928d59104bffff,"""{\""rings\"":[[[-122.87144670599997,47.042807223000068],[-122.87400943699998,47.042570147000049],[-122.87540203899999,47.043887537000046],[-122.87423191299996,47.045442022000032],[-122.87166909999996,47.045679116000031],[-122.87027649499998,47.044361706000075],[-122.87144670599997,47.042807223000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
584,8928f364b3bffff,"""{\""rings\"":[[[-122.83540658399994,47.027330673000051],[-122.83796950799996,47.027094444000056],[-122.83936160299999,47.028412765000041],[-122.83819077699997,47.029967335000038],[-122.83562776999997,47.03020358100008],[-122.83423567299997,47.028885241000069],[-122.83540658399994,47.027330673000051]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
585,8928d59a577ffff,"""{\""rings\"":[[[-122.83322042099996,47.049229006000076],[-122.83578404499997,47.048992727000041],[-122.83717648199996,47.05031058700007],[-122.83600529899996,47.051864746000035],[-122.83344159399996,47.052101042000061],[-122.83204915299996,47.050783163000062],[-122.83322042099996,47.049229006000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
586,8928d591503ffff,"""{\""rings\"":[[[-122.91271813099996,47.02596483700006],[-122.91527959699999,47.025726946000077],[-122.91667221399996,47.027044052000065],[-122.91550336599994,47.028599069000052],[-122.91294181799998,47.028836978000072],[-122.91154919799999,47.027519853000058],[-122.91271813099996,47.02596483700006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
587,8928d591287ffff,"""{\""rings\"":[[[-122.86771364199996,47.044598710000059],[-122.87027649499998,47.044361706000075],[-122.87166909999996,47.045679116000031],[-122.87049885599998,47.047233549000055],[-122.86793591999998,47.04747057000003],[-122.86654331199998,47.046153140000058],[-122.86771364199996,47.044598710000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
588,8928d591cd3ffff,"""{\""rings\"":[[[-122.93361045199998,47.045716478000031],[-122.93617212899994,47.045478047000074],[-122.93756521499995,47.046794369000054],[-122.93639662699997,47.048349141000074],[-122.93383486799996,47.048587589000078],[-122.93244177899999,47.047271248000072],[-122.93361045199998,47.045716478000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
